facility_id,day,total_staff,nurses_on_duty,doctors_on_duty,beds_occupied,beds_available,patient_visits,avg_congestion,weighted_demand,staff_to_patient_ratio,beds_occupancy_ratio
HF_L5_003,9/11/2024,55,45,20,213,112,25,291.44,39,2.115384615,1.901785714
HF_L5_003,9/12/2024,58,46,26,218,77,41,272.7560976,68,1.380952381,2.831168831
HF_L5_003,9/13/2024,57,42,30,241,116,32,296.6875,56,1.727272727,2.077586207
HF_L5_003,9/14/2024,52,33,27,206,104,26,277.7692308,42,1.925925926,1.980769231
HF_L5_003,9/15/2024,48,32,20,244,60,26,263.1538462,37,1.777777778,4.066666667
HF_L5_003,9/16/2024,76,40,23,244,98,45,298.7777778,67,1.652173913,2.489795918
HF_L5_003,9/17/2024,80,43,22,210,94,30,236.2333333,43,2.580645161,2.234042553
HF_L5_003,9/18/2024,57,36,21,231,112,40,273.425,69,1.390243902,2.0625
HF_L5_003,9/19/2024,59,46,25,198,90,29,268.5172414,38,1.966666667,2.2
HF_L5_003,9/20/2024,76,39,21,273,109,28,287.6071429,40,2.620689655,2.504587156
HF_L5_003,9/21/2024,66,42,23,267,102,44,294.8181818,64,1.466666667,2.617647059
HF_L5_003,9/22/2024,63,42,22,177,102,38,260.5789474,49,1.615384615,1.735294118
HF_L5_003,9/23/2024,56,40,16,211,107,31,298.3870968,50,1.75,1.971962617
HF_L5_003,9/24/2024,70,47,26,158,92,22,298.8181818,37,3.043478261,1.717391304
HF_L5_003,9/25/2024,80,32,26,137,88,27,277.9259259,31,2.857142857,1.556818182
HF_L5_003,9/26/2024,52,38,29,282,97,23,299.9130435,32,2.166666667,2.907216495
HF_L5_003,9/27/2024,68,26,18,202,89,39,308.7948718,56,1.7,2.269662921
HF_L5_003,9/28/2024,50,43,16,141,102,38,248.8421053,59,1.282051282,1.382352941
HF_L5_003,9/29/2024,83,42,26,222,63,29,296.4137931,48,2.766666667,3.523809524
HF_L5_003,9/30/2024,62,46,17,175,91,39,307.2051282,67,1.55,1.923076923
HF_L5_003,10/1/2024,71,41,31,252,106,20,242.5,37,3.380952381,2.377358491
HF_L5_003,10/2/2024,84,54,23,126,105,35,311.0857143,69,2.333333333,1.2
HF_L5_003,10/3/2024,65,24,20,228,115,33,320.4242424,31,1.911764706,1.982608696
HF_L5_003,10/4/2024,49,41,17,157,102,36,278.9722222,59,1.324324324,1.539215686
HF_L5_003,10/5/2024,63,34,15,251,75,33,304.6363636,51,1.852941176,3.346666667
HF_L5_003,10/6/2024,67,28,25,203,88,32,259.96875,41,2.03030303,2.306818182
HF_L5_003,10/7/2024,46,34,29,214,106,31,252.0322581,50,1.4375,2.018867925
HF_L5_003,10/8/2024,44,29,23,152,66,34,291.4411765,54,1.257142857,2.303030303
HF_L5_003,10/9/2024,78,40,18,255,74,31,330.9032258,45,2.4375,3.445945946
HF_L5_003,10/10/2024,71,40,22,178,73,36,295.8055556,61,1.918918919,2.438356164
HF_L5_003,10/11/2024,52,38,25,255,84,25,316.44,34,2,3.035714286
HF_L5_003,10/12/2024,63,39,31,201,108,37,282.8648649,50,1.657894737,1.861111111
HF_L5_003,10/13/2024,73,45,24,254,130,34,322.2647059,43,2.085714286,1.953846154
HF_L5_003,10/14/2024,50,52,22,277,116,29,307.9310345,46,1.666666667,2.387931034
HF_L5_003,10/15/2024,57,37,15,216,112,30,292.0333333,44,1.838709677,1.928571429
HF_L5_003,10/16/2024,70,29,26,227,89,28,321.25,40,2.413793103,2.550561798
HF_L5_003,10/17/2024,76,50,19,227,101,21,268.6666667,37,3.454545455,2.247524752
HF_L5_003,10/18/2024,78,64,28,195,114,37,294.4324324,47,2.052631579,1.710526316
HF_L5_003,10/19/2024,76,33,17,232,72,35,314.0571429,49,2.111111111,3.222222222
HF_L5_003,10/20/2024,41,52,21,231,119,29,299.2758621,46,1.366666667,1.941176471
HF_L5_003,10/21/2024,54,36,20,221,114,32,317.5,51,1.636363636,1.938596491
HF_L5_003,10/22/2024,92,53,19,117,86,28,291.8928571,40,3.172413793,1.360465116
HF_L5_003,10/23/2024,65,48,18,155,88,30,303.0666667,44,2.096774194,1.761363636
HF_L5_003,10/24/2024,59,31,21,241,82,26,330.8076923,38,2.185185185,2.93902439
HF_L5_003,10/25/2024,54,47,22,244,99,27,279.4814815,38,1.928571429,2.464646465
HF_L5_003,10/26/2024,82,27,33,121,83,32,273.625,57,2.484848485,1.457831325
HF_L5_003,10/27/2024,74,40,25,158,81,38,283.7368421,60,1.897435897,1.950617284
HF_L5_003,10/28/2024,50,45,16,216,108,37,289.3783784,60,1.315789474,2
HF_L5_003,10/29/2024,59,31,17,153,72,29,303.6206897,33,1.966666667,2.125
HF_L5_003,10/30/2024,67,36,32,158,114,25,322.88,36,2.576923077,1.385964912
HF_L5_003,10/31/2024,70,33,22,213,95,43,284.4883721,71,1.590909091,2.242105263
HF_L5_003,11/1/2024,67,38,25,122,78,32,288.09375,49,2.03030303,1.564102564
HF_L5_003,11/2/2024,36,49,22,232,99,41,306.5853659,56,0.857142857,2.343434343
HF_L5_003,11/3/2024,75,39,21,164,114,28,352.6428571,32,2.586206897,1.438596491
HF_L5_003,11/4/2024,37,48,19,205,125,39,298.5897436,72,0.925,1.64
HF_L5_003,11/5/2024,95,51,34,182,98,23,275,32,3.958333333,1.857142857
HF_L5_003,11/6/2024,74,54,22,183,113,23,293.6956522,31,3.083333333,1.619469027
HF_L5_003,11/7/2024,83,39,22,190,113,25,264.28,29,3.192307692,1.681415929
HF_L5_003,11/8/2024,57,48,22,178,109,29,235.7586207,45,1.9,1.633027523
HF_L5_003,11/9/2024,76,46,22,224,105,32,315.21875,49,2.303030303,2.133333333
HF_L5_003,11/10/2024,65,37,26,200,140,30,325.1333333,48,2.096774194,1.428571429
HF_L5_003,11/11/2024,74,38,24,220,79,33,306,48,2.176470588,2.784810127
HF_L5_003,11/12/2024,60,52,20,163,79,48,324.1666667,76,1.224489796,2.063291139
HF_L5_003,11/13/2024,67,41,28,166,83,33,309.8181818,62,1.970588235,2
HF_L5_003,11/14/2024,52,44,18,260,81,34,297.1764706,49,1.485714286,3.209876543
HF_L5_003,11/15/2024,70,29,21,202,96,31,285.0322581,44,2.1875,2.104166667
HF_L5_003,11/16/2024,63,42,20,132,101,34,311,55,1.8,1.306930693
HF_L5_003,11/17/2024,59,38,19,226,94,35,236.2,44,1.638888889,2.404255319
HF_L5_003,11/18/2024,53,43,21,287,141,35,336.7142857,57,1.472222222,2.035460993
HF_L5_003,11/19/2024,93,33,24,135,84,40,292.15,63,2.268292683,1.607142857
HF_L5_003,11/20/2024,83,43,20,233,69,35,324.6285714,56,2.305555556,3.376811594
HF_L5_003,11/21/2024,72,31,25,224,99,33,296.4545455,47,2.117647059,2.262626263
HF_L5_003,11/22/2024,83,44,21,106,103,30,284.9666667,39,2.677419355,1.029126214
HF_L5_003,11/23/2024,57,26,29,196,93,28,300.7857143,43,1.965517241,2.107526882
HF_L5_003,11/24/2024,76,35,23,191,78,25,310.76,48,2.923076923,2.448717949
HF_L5_003,11/25/2024,87,42,26,173,96,33,285.3333333,44,2.558823529,1.802083333
HF_L5_003,11/26/2024,73,38,25,184,120,23,330.0434783,38,3.041666667,1.533333333
HF_L5_003,11/27/2024,65,49,27,197,116,38,296.9210526,49,1.666666667,1.698275862
HF_L5_003,11/28/2024,58,33,23,190,91,30,261.6333333,42,1.870967742,2.087912088
HF_L5_003,11/29/2024,55,42,27,199,114,36,279.8333333,45,1.486486486,1.745614035
HF_L5_003,11/30/2024,40,40,28,176,121,24,284.875,31,1.6,1.454545455
HF_L5_003,12/1/2024,62,41,25,126,96,26,335.2307692,41,2.296296296,1.3125
HF_L5_003,12/2/2024,84,38,18,171,124,42,337.1904762,68,1.953488372,1.379032258
HF_L5_003,12/3/2024,48,43,24,175,105,36,316.5,52,1.297297297,1.666666667
HF_L5_003,12/4/2024,63,47,21,227,127,34,326.0882353,45,1.8,1.787401575
HF_L5_003,12/5/2024,69,22,16,327,95,30,290.9,44,2.225806452,3.442105263
HF_L5_003,12/6/2024,69,53,18,212,103,38,264.6052632,53,1.769230769,2.058252427
HF_L5_003,12/7/2024,52,38,25,213,109,33,295.8787879,61,1.529411765,1.95412844
HF_L5_003,12/8/2024,65,39,20,264,104,41,298.7317073,67,1.547619048,2.538461538
HF_L5_003,12/9/2024,69,36,18,186,103,29,289.2758621,47,2.3,1.805825243
HF_L5_003,12/10/2024,61,40,20,174,108,33,281.4848485,38,1.794117647,1.611111111
HF_L5_003,12/11/2024,65,45,24,184,87,34,329.7647059,43,1.857142857,2.114942529
HF_L5_003,12/12/2024,44,24,22,205,106,28,300.3928571,38,1.517241379,1.933962264
HF_L5_003,12/13/2024,48,39,20,241,118,32,286.6875,52,1.454545455,2.042372881
HF_L5_003,12/14/2024,54,31,28,205,98,26,314.8461538,33,2,2.091836735
HF_L5_003,12/15/2024,67,39,18,243,109,38,330.3947368,57,1.717948718,2.229357798
HF_L5_003,12/16/2024,48,53,17,231,113,32,298.40625,45,1.454545455,2.044247788
HF_L5_003,12/17/2024,78,35,25,219,105,39,260.5128205,54,1.95,2.085714286
HF_L5_003,12/18/2024,77,24,23,241,97,21,268.5714286,32,3.5,2.484536082
HF_L5_003,12/19/2024,60,47,15,168,81,41,274.2682927,75,1.428571429,2.074074074
HF_L5_003,12/20/2024,57,55,28,266,125,36,268.3055556,49,1.540540541,2.128
HF_L5_003,12/21/2024,85,48,21,244,131,39,312.8717949,58,2.125,1.86259542
HF_L5_003,12/22/2024,67,36,22,286,74,40,317.5,56,1.634146341,3.864864865
HF_L5_003,12/23/2024,56,40,27,219,81,34,308.3823529,44,1.6,2.703703704
HF_L5_003,12/24/2024,77,56,19,194,97,35,304.5714286,50,2.138888889,2
HF_L5_003,12/25/2024,72,25,26,172,96,31,271.4193548,51,2.25,1.791666667
HF_L5_003,12/26/2024,59,48,16,278,95,32,318.9375,51,1.787878788,2.926315789
HF_L5_003,12/27/2024,76,48,28,224,123,36,323.3888889,42,2.054054054,1.821138211
HF_L5_003,12/28/2024,72,48,21,177,83,35,270.7428571,51,2,2.13253012
HF_L5_003,12/29/2024,60,23,20,295,115,30,276.1666667,47,1.935483871,2.565217391
HF_L5_003,12/30/2024,55,48,26,108,78,33,287.5757576,52,1.617647059,1.384615385
HF_L5_003,12/31/2024,20,11,5,46,11,0,0,0,0,4.181818182
HF_L6_001,1/1/2023,69,20,22,190,95,32,346.34375,55,2.090909091,2
HF_L6_001,1/2/2023,68,35,25,152,82,36,330.8333333,52,1.837837838,1.853658537
HF_L6_001,1/3/2023,81,25,21,227,73,32,346.0625,37,2.454545455,3.109589041
HF_L6_001,1/4/2023,54,34,23,171,101,27,295.6296296,50,1.928571429,1.693069307
HF_L6_001,1/5/2023,83,41,24,219,77,30,308.6333333,44,2.677419355,2.844155844
HF_L6_001,1/6/2023,83,38,24,231,93,32,286.40625,46,2.515151515,2.483870968
HF_L6_001,1/7/2023,68,39,21,190,100,37,309.4864865,55,1.789473684,1.9
HF_L6_001,1/8/2023,77,29,28,245,92,33,250.3636364,37,2.264705882,2.663043478
HF_L6_001,1/9/2023,75,44,25,235,95,36,261.75,69,2.027027027,2.473684211
HF_L6_001,1/10/2023,67,38,20,170,108,32,294.59375,46,2.03030303,1.574074074
HF_L6_001,1/11/2023,52,28,22,149,144,38,275.4736842,54,1.333333333,1.034722222
HF_L6_001,1/12/2023,73,49,25,223,90,34,283.8823529,54,2.085714286,2.477777778
HF_L6_001,1/13/2023,81,38,19,173,129,36,285.3333333,59,2.189189189,1.341085271
HF_L6_001,1/14/2023,53,43,26,245,111,34,299.7941176,50,1.514285714,2.207207207
HF_L6_001,1/15/2023,76,41,22,172,94,37,272.7567568,54,2,1.829787234
HF_L6_001,1/16/2023,74,37,24,125,106,39,308.1538462,59,1.85,1.179245283
HF_L6_001,1/17/2023,66,42,23,192,114,31,334.6451613,53,2.0625,1.684210526
HF_L6_001,1/18/2023,52,24,18,191,91,35,336.0285714,60,1.444444444,2.098901099
HF_L6_001,1/19/2023,48,52,25,180,98,36,291.8055556,50,1.297297297,1.836734694
HF_L6_001,1/20/2023,63,39,27,200,106,32,312.875,62,1.909090909,1.886792453
HF_L6_001,1/21/2023,66,36,23,215,91,24,313.6666667,46,2.64,2.362637363
HF_L6_001,1/22/2023,87,40,18,190,116,25,321.32,38,3.346153846,1.637931034
HF_L6_001,1/23/2023,57,48,20,190,79,34,312.5294118,44,1.628571429,2.405063291
HF_L6_001,1/24/2023,94,45,21,158,86,38,294.3421053,66,2.41025641,1.837209302
HF_L6_001,1/25/2023,59,42,18,231,59,32,342.40625,42,1.787878788,3.915254237
HF_L6_001,1/26/2023,63,31,21,149,91,31,292.8709677,50,1.96875,1.637362637
HF_L6_001,1/27/2023,68,50,25,255,126,35,328.1142857,51,1.888888889,2.023809524
HF_L6_001,1/28/2023,39,45,21,190,91,44,296.9772727,59,0.866666667,2.087912088
HF_L6_001,1/29/2023,64,56,21,212,105,35,304.5428571,50,1.777777778,2.019047619
HF_L6_001,1/30/2023,64,38,24,152,104,36,335,51,1.72972973,1.461538462
HF_L6_001,1/31/2023,45,40,26,283,109,40,319.975,64,1.097560976,2.596330275
HF_L6_001,2/1/2023,72,29,23,161,75,37,284.972973,56,1.894736842,2.146666667
HF_L6_001,2/2/2023,70,37,18,179,86,38,322.9736842,66,1.794871795,2.081395349
HF_L6_001,2/3/2023,48,32,18,245,84,25,272.04,32,1.846153846,2.916666667
HF_L6_001,2/4/2023,66,50,24,158,63,35,304.8571429,46,1.833333333,2.507936508
HF_L6_001,2/5/2023,68,35,21,197,76,38,299.4473684,56,1.743589744,2.592105263
HF_L6_001,2/6/2023,77,50,27,260,86,42,277.4047619,67,1.790697674,3.023255814
HF_L6_001,2/7/2023,58,37,26,205,104,39,324.4871795,65,1.45,1.971153846
HF_L6_001,2/8/2023,32,39,22,202,116,27,302.4444444,37,1.142857143,1.74137931
HF_L6_001,2/9/2023,48,48,26,175,102,38,348.7894737,64,1.230769231,1.715686275
HF_L6_001,2/10/2023,43,36,29,150,100,30,329.2,54,1.387096774,1.5
HF_L6_001,2/11/2023,68,38,23,164,100,34,344.4705882,50,1.942857143,1.64
HF_L6_001,2/12/2023,62,43,22,205,85,32,312.75,42,1.878787879,2.411764706
HF_L6_001,2/13/2023,66,41,16,213,100,34,277.9411765,53,1.885714286,2.13
HF_L6_001,2/14/2023,61,34,25,235,136,25,295.28,35,2.346153846,1.727941176
HF_L6_001,2/15/2023,57,49,22,168,126,30,307.7333333,53,1.838709677,1.333333333
HF_L6_001,2/16/2023,67,26,25,229,72,24,271.7916667,24,2.68,3.180555556
HF_L6_001,2/17/2023,76,52,24,223,109,26,304.8461538,40,2.814814815,2.04587156
HF_L6_001,2/18/2023,65,38,29,126,112,39,324.4102564,57,1.625,1.125
HF_L6_001,2/19/2023,79,42,20,246,97,33,312.1818182,41,2.323529412,2.536082474
HF_L6_001,2/20/2023,62,50,17,193,97,31,286.3225806,55,1.9375,1.989690722
HF_L6_001,2/21/2023,52,44,19,156,99,35,318.2285714,53,1.444444444,1.575757576
HF_L6_001,2/22/2023,68,40,24,155,121,28,295.9642857,39,2.344827586,1.280991736
HF_L6_001,2/23/2023,68,26,24,216,108,36,307.4722222,63,1.837837838,2
HF_L6_001,2/24/2023,49,56,31,169,78,35,302.8571429,48,1.361111111,2.166666667
HF_L6_001,2/25/2023,68,43,18,234,93,40,295.775,68,1.658536585,2.516129032
HF_L6_001,2/26/2023,41,37,20,202,92,34,300.2647059,49,1.171428571,2.195652174
HF_L6_001,2/27/2023,62,34,17,177,87,41,319.8780488,67,1.476190476,2.034482759
HF_L6_001,2/28/2023,61,33,28,134,90,38,299.4473684,60,1.564102564,1.488888889
HF_L6_001,3/1/2023,70,39,21,168,119,48,292.25,75,1.428571429,1.411764706
HF_L6_001,3/2/2023,70,32,20,135,97,25,338.64,41,2.692307692,1.391752577
HF_L6_001,3/3/2023,69,50,23,201,124,25,335.52,31,2.653846154,1.620967742
HF_L6_001,3/4/2023,40,25,25,290,90,34,302.4411765,46,1.142857143,3.222222222
HF_L6_001,3/5/2023,83,36,25,196,89,30,255.8,37,2.677419355,2.202247191
HF_L6_001,3/6/2023,69,51,17,151,116,39,259.3333333,61,1.725,1.301724138
HF_L6_001,3/7/2023,73,41,25,196,66,35,325.2,53,2.027777778,2.96969697
HF_L6_001,3/8/2023,45,44,27,196,112,34,293.8235294,64,1.285714286,1.75
HF_L6_001,3/9/2023,74,33,14,229,108,33,262.7272727,57,2.176470588,2.12037037
HF_L6_001,3/10/2023,76,39,29,212,100,38,300.6052632,60,1.948717949,2.12
HF_L6_001,3/11/2023,71,36,17,206,89,33,302.3939394,56,2.088235294,2.314606742
HF_L6_001,3/12/2023,61,26,26,260,100,37,271.1891892,62,1.605263158,2.6
HF_L6_001,3/13/2023,38,42,24,199,97,29,300.5517241,48,1.266666667,2.051546392
HF_L6_001,3/14/2023,57,41,15,199,116,25,270.16,30,2.192307692,1.715517241
HF_L6_001,3/15/2023,66,30,25,173,75,34,290.0294118,47,1.885714286,2.306666667
HF_L6_001,3/16/2023,66,48,19,194,107,38,291.2631579,59,1.692307692,1.813084112
HF_L6_001,3/17/2023,63,55,25,172,113,27,343.9259259,26,2.25,1.522123894
HF_L6_001,3/18/2023,51,51,22,238,81,29,280.3103448,58,1.7,2.938271605
HF_L6_001,3/19/2023,69,36,23,223,104,21,291.6666667,29,3.136363636,2.144230769
HF_L6_001,3/20/2023,90,37,23,177,127,27,290.4814815,44,3.214285714,1.393700787
HF_L6_001,3/21/2023,70,32,17,181,65,38,280.9210526,53,1.794871795,2.784615385
HF_L6_001,3/22/2023,66,38,20,209,82,32,338.40625,55,2,2.548780488
HF_L6_001,3/23/2023,63,47,19,254,131,40,309.8,67,1.536585366,1.938931298
HF_L6_001,3/24/2023,59,29,22,168,112,33,315.4848485,35,1.735294118,1.5
HF_L6_001,3/25/2023,47,25,31,195,105,28,277.4285714,40,1.620689655,1.857142857
HF_L6_001,3/26/2023,54,40,17,204,104,36,308.1111111,52,1.459459459,1.961538462
HF_L6_001,3/27/2023,61,49,22,176,88,35,345.0857143,49,1.694444444,2
HF_L6_001,3/28/2023,83,39,24,222,77,26,325.4615385,37,3.074074074,2.883116883
HF_L6_001,3/29/2023,60,35,24,255,109,35,316.2,54,1.666666667,2.339449541
HF_L6_001,3/30/2023,51,40,15,245,88,38,279.1842105,65,1.307692308,2.784090909
HF_L6_001,3/31/2023,63,40,22,185,87,27,287.4074074,36,2.25,2.126436782
HF_L6_001,4/1/2023,72,37,23,270,114,42,294.7619048,69,1.674418605,2.368421053
HF_L6_001,4/2/2023,50,47,26,215,87,31,314.5806452,47,1.5625,2.471264368
HF_L6_001,4/3/2023,73,28,18,224,91,34,285.4117647,51,2.085714286,2.461538462
HF_L6_001,4/4/2023,65,45,20,226,106,32,283.375,56,1.96969697,2.132075472
HF_L6_001,4/5/2023,64,52,23,188,91,25,343.32,31,2.461538462,2.065934066
HF_L6_001,4/6/2023,79,49,25,96,109,40,261.875,62,1.926829268,0.880733945
HF_L6_001,4/7/2023,71,45,17,225,96,31,287.1612903,39,2.21875,2.34375
HF_L6_001,4/8/2023,72,29,26,142,106,20,350.05,29,3.428571429,1.339622642
HF_L6_001,4/9/2023,66,40,23,244,89,40,293.9,58,1.609756098,2.741573034
HF_L6_001,4/10/2023,85,52,25,142,111,35,276.7428571,43,2.361111111,1.279279279
HF_L6_001,4/11/2023,56,24,17,128,97,38,308.8421053,63,1.435897436,1.319587629
HF_L6_001,4/12/2023,61,57,23,241,99,37,282.0540541,56,1.605263158,2.434343434
HF_L6_001,4/13/2023,60,47,20,218,85,37,285.9189189,47,1.578947368,2.564705882
HF_L6_001,4/14/2023,43,61,29,246,112,36,307.3333333,51,1.162162162,2.196428571
HF_L6_001,4/15/2023,61,43,22,245,110,33,251.0909091,41,1.794117647,2.227272727
HF_L6_001,4/16/2023,64,53,15,217,110,48,308.5416667,76,1.306122449,1.972727273
HF_L6_001,4/17/2023,54,32,18,195,120,27,290.2592593,35,1.928571429,1.625
HF_L6_001,4/18/2023,71,36,28,216,83,37,296.4864865,55,1.868421053,2.602409639
HF_L6_001,4/19/2023,78,24,14,151,70,30,308.9666667,49,2.516129032,2.157142857
HF_L6_001,4/20/2023,52,30,28,184,113,39,335.7179487,73,1.3,1.628318584
HF_L6_001,4/21/2023,50,40,25,239,102,30,294.9,44,1.612903226,2.343137255
HF_L6_001,4/22/2023,59,52,24,225,109,27,257.6666667,50,2.107142857,2.064220183
HF_L6_001,4/23/2023,66,29,27,214,108,24,325.375,33,2.64,1.981481481
HF_L6_001,4/24/2023,78,35,26,249,111,42,275.8809524,53,1.813953488,2.243243243
HF_L6_001,4/25/2023,70,35,20,225,114,31,337.4193548,49,2.1875,1.973684211
HF_L6_001,4/26/2023,42,34,17,146,116,30,317.9333333,48,1.35483871,1.25862069
HF_L6_001,4/27/2023,68,51,27,259,108,27,279.4074074,43,2.428571429,2.398148148
HF_L6_001,4/28/2023,69,50,18,192,104,27,324.8888889,32,2.464285714,1.846153846
HF_L6_001,4/29/2023,80,45,28,166,132,30,253.5,44,2.580645161,1.257575758
HF_L6_001,4/30/2023,50,44,19,237,118,40,301.125,57,1.219512195,2.008474576
HF_L6_001,5/1/2023,61,44,19,198,136,29,303.3448276,40,2.033333333,1.455882353
HF_L6_001,5/2/2023,92,44,25,231,85,39,282.2820513,70,2.3,2.717647059
HF_L6_001,5/3/2023,67,45,21,218,96,24,257.625,31,2.68,2.270833333
HF_L6_001,5/4/2023,87,57,24,151,146,35,278.2571429,46,2.416666667,1.034246575
HF_L6_001,5/5/2023,44,52,17,241,100,26,290.5769231,39,1.62962963,2.41
HF_L6_001,5/6/2023,56,44,29,176,78,33,304,58,1.647058824,2.256410256
HF_L6_001,5/7/2023,66,36,19,216,90,34,343.2352941,52,1.885714286,2.4
HF_L6_001,5/8/2023,63,56,19,280,88,25,334.48,42,2.423076923,3.181818182
HF_L6_001,5/9/2023,50,41,24,135,108,32,261.96875,47,1.515151515,1.25
HF_L6_001,5/10/2023,67,55,17,188,109,36,302.8333333,55,1.810810811,1.724770642
HF_L6_001,5/11/2023,41,37,26,266,77,35,333.2571429,62,1.138888889,3.454545455
HF_L6_001,5/12/2023,74,30,18,224,95,37,344.3783784,62,1.947368421,2.357894737
HF_L6_001,5/13/2023,75,37,32,126,98,30,291.5333333,43,2.419354839,1.285714286
HF_L6_001,5/14/2023,68,39,17,257,98,44,288.8636364,68,1.511111111,2.62244898
HF_L6_001,5/15/2023,61,43,24,178,117,24,278.625,30,2.44,1.521367521
HF_L6_001,5/16/2023,72,48,20,259,96,33,296.9090909,52,2.117647059,2.697916667
HF_L6_001,5/17/2023,42,33,28,176,104,24,295.1666667,39,1.68,1.692307692
HF_L6_001,5/18/2023,79,34,27,173,78,23,263.6521739,30,3.291666667,2.217948718
HF_L6_001,5/19/2023,58,37,18,149,116,34,321.4117647,49,1.657142857,1.284482759
HF_L6_001,5/20/2023,60,32,15,197,95,32,304.3125,50,1.818181818,2.073684211
HF_L6_001,5/21/2023,63,43,18,142,120,37,296.8918919,65,1.657894737,1.183333333
HF_L6_001,5/22/2023,78,47,25,242,60,28,256.8571429,39,2.689655172,4.033333333
HF_L6_001,5/23/2023,55,41,24,240,103,26,296.3461538,42,2.037037037,2.330097087
HF_L6_001,5/24/2023,61,43,19,186,122,29,254.1034483,39,2.033333333,1.524590164
HF_L6_001,5/25/2023,76,47,20,184,83,23,313.2173913,48,3.166666667,2.21686747
HF_L6_001,5/26/2023,62,28,26,194,72,34,293.1470588,44,1.771428571,2.694444444
HF_L6_001,5/27/2023,64,49,29,236,97,35,301.5428571,62,1.777777778,2.432989691
HF_L6_001,5/28/2023,40,34,23,145,84,30,277.3333333,43,1.290322581,1.726190476
HF_L6_001,5/29/2023,72,32,26,161,117,41,303.2926829,57,1.714285714,1.376068376
HF_L6_001,5/30/2023,55,39,31,182,88,31,301.5483871,51,1.71875,2.068181818
HF_L6_001,5/31/2023,46,45,25,234,84,28,313.1071429,37,1.586206897,2.785714286
HF_L6_001,6/1/2023,82,42,21,143,81,34,322.3823529,38,2.342857143,1.765432099
HF_L6_001,6/2/2023,53,57,14,226,85,28,334.9285714,32,1.827586207,2.658823529
HF_L6_001,6/3/2023,62,41,24,160,98,36,313.6388889,47,1.675675676,1.632653061
HF_L6_001,6/4/2023,72,38,22,212,78,35,352.2571429,51,2,2.717948718
HF_L6_001,6/5/2023,80,34,20,178,100,31,228.3870968,46,2.5,1.78
HF_L6_001,6/6/2023,73,44,23,287,105,31,308.0322581,50,2.28125,2.733333333
HF_L6_001,6/7/2023,77,46,26,221,95,35,330.7142857,60,2.138888889,2.326315789
HF_L6_001,6/8/2023,44,27,12,198,84,39,250.8974359,58,1.1,2.357142857
HF_L6_001,6/9/2023,48,36,21,133,73,34,303.8235294,53,1.371428571,1.821917808
HF_L6_001,6/10/2023,71,44,22,261,89,32,284.8125,46,2.151515152,2.93258427
HF_L6_001,6/11/2023,42,26,23,221,119,33,295.5151515,55,1.235294118,1.857142857
HF_L6_001,6/12/2023,72,42,11,247,71,34,256.8823529,45,2.057142857,3.478873239
HF_L6_001,6/13/2023,64,26,20,193,106,42,286.9047619,79,1.488372093,1.820754717
HF_L6_001,6/14/2023,64,24,26,172,103,29,308.7586207,40,2.133333333,1.669902913
HF_L6_001,6/15/2023,68,55,21,249,84,30,346.9333333,37,2.193548387,2.964285714
HF_L6_001,6/16/2023,69,53,18,154,95,36,300.7777778,46,1.864864865,1.621052632
HF_L6_001,6/17/2023,57,27,26,253,129,33,302,46,1.676470588,1.96124031
HF_L6_001,6/18/2023,71,40,27,264,97,45,302.9777778,70,1.543478261,2.721649485
HF_L6_001,6/19/2023,87,30,22,158,100,37,260.2432432,52,2.289473684,1.58
HF_L6_001,6/20/2023,55,49,20,172,100,28,290.3214286,37,1.896551724,1.72
HF_L6_001,6/21/2023,64,39,22,200,109,32,276.4375,39,1.939393939,1.834862385
HF_L6_001,6/22/2023,64,41,12,201,124,37,303.7027027,46,1.684210526,1.620967742
HF_L6_001,6/23/2023,39,44,21,212,77,33,345.5151515,44,1.147058824,2.753246753
HF_L6_001,6/24/2023,57,48,16,192,98,41,321.9512195,54,1.357142857,1.959183673
HF_L6_001,6/25/2023,83,40,28,191,101,29,291.7586207,44,2.766666667,1.891089109
HF_L6_001,6/26/2023,63,21,24,153,110,42,296.5238095,60,1.465116279,1.390909091
HF_L6_001,6/27/2023,78,43,24,246,106,40,313.8,42,1.902439024,2.320754717
HF_L6_001,6/28/2023,64,34,24,308,93,33,297.6363636,49,1.882352941,3.311827957
HF_L6_001,6/29/2023,67,45,24,233,112,36,277.0277778,58,1.810810811,2.080357143
HF_L6_001,6/30/2023,62,36,19,270,116,33,268.030303,45,1.823529412,2.327586207
HF_L6_001,7/1/2023,70,52,17,189,122,41,344.8536585,56,1.666666667,1.549180328
HF_L6_001,7/2/2023,39,34,21,245,109,31,276.9354839,29,1.21875,2.247706422
HF_L6_001,7/3/2023,62,45,21,204,107,32,320.40625,43,1.878787879,1.906542056
HF_L6_001,7/4/2023,82,41,20,188,118,34,285.3235294,56,2.342857143,1.593220339
HF_L6_001,7/5/2023,52,37,27,128,93,36,259.1388889,67,1.405405405,1.376344086
HF_L6_001,7/6/2023,56,43,16,181,110,38,316.7894737,56,1.435897436,1.645454545
HF_L6_001,7/7/2023,83,36,16,236,79,33,353.5454545,55,2.441176471,2.987341772
HF_L6_001,7/8/2023,65,41,21,155,110,29,347.6206897,41,2.166666667,1.409090909
HF_L6_001,7/9/2023,68,49,18,252,105,31,280.483871,39,2.125,2.4
